tool,format,image,quality,bytes,score,min_ms,median_ms,mad_ms,peak_rss_kib,refined,valid
pngquant,png,screenshot_text.png,65,100533,90.34194331,,,,,1,1
pngquant,png,screenshot_text.png,62,100533,90.34194331,,,,,1,1
pngquant,png,screenshot_text.png,61,98568,90.46229716,,,,,1,1
pngquant,png,screenshot_ui.png,50,33814,65.06292533,,,,,0,1
pngquant,png,screenshot_ui.png,60,35948,73.05897357,,,,,0,1
pngquant,png,screenshot_ui.png,70,35971,73.11476889,,,,,0,1
pngquant,png,screenshot_ui.png,80,38461,75.9614852,,,,,0,1
pngquant,png,screenshot_ui.png,90,40908,82.04952508,,,,,0,1
pngquant,png,screenshot_ui.png,100,54424,94.92738767,,,,,0,1
pngquant,png,screenshot_ui.png,85,38972,79.06890171,,,,,1,1
pngquant,png,screenshot_ui.png,88,39425,79.21668218,,,,,1,1
pngquant,png,screenshot_ui.png,89,40908,82.04952508,,,,,1,1
pngquant,png,screenshot_ui.png,95,43411,88.22301808,,,,,1,1
pngquant,png,screenshot_ui.png,98,47496,89.89878377,,,,,1,1
pngquant,png,screenshot_ui.png,99,50664,92.79632169,,,,,1,1
sharp,avif,photo_lowlight.png,40,115140,53.5715263,,,,,0,1
sharp,avif,photo_lowlight.png,45,145201,60.4343518,,,,,0,1
sharp,avif,photo_lowlight.png,50,178908,66.09338162,,,,,0,1
sharp,avif,photo_lowlight.png,55,231576,72.00365184,,,,,0,1
sharp,avif,photo_lowlight.png,60,278737,75.8829853,,,,,0,1
sharp,avif,photo_lowlight.png,65,323954,78.46019346,,,,,0,1
sharp,avif,photo_lowlight.png,70,366365,80.34565195,,,,,0,1
sharp,avif,photo_lowlight.png,75,417674,82.19714758,,,,,0,1
sharp,avif,photo_lowlight.png,80,486995,84.0837725,,,,,0,1
sharp,avif,photo_lowlight.png,85,621329,86.57431256,,,,,0,1
sharp,avif,photo_lowlight.png,90,801881,88.55735977,,,,,0,1
sharp,avif,photo_lowlight.png,95,1170667,90.63251416,,,,,0,1
sharp,avif,photo_lowlight.png,100,2307315,92.20652683,,,,,0,1
sharp,avif,photo_lowlight.png,68,349702,79.63862664,,,,,1,1
sharp,avif,photo_lowlight.png,69,349702,79.63862664,,,,,1,1
sharp,avif,photo_lowlight.png,92,882003,89.19999445,,,,,1,1
sharp,avif,photo_lowlight.png,94,1009729,89.92366616,,,,,1,1
pngquant,png,photo_foliage.png,50,619272,44.59775533,,,,,0,1
pngquant,png,photo_foliage.png,60,644169,50.97617909,,,,,0,1
pngquant,png,photo_foliage.png,70,703722,58.842007,,,,,0,1
pngquant,png,photo_foliage.png,80,722742,64.38394765,,,,,0,1
pngquant,png,photo_foliage.png,90,841201,74.59866411,,,,,0,1
pngquant,png,photo_foliage.png,100,842867,74.70811107,,,,,0,1
pngquant,png,photo_lowlight.png,50,916697,52.88293584,,,,,0,1
pngquant,png,photo_lowlight.png,60,1017186,58.64334481,,,,,0,1
pngquant,png,photo_lowlight.png,70,1108425,65.33819364,,,,,0,1
pngquant,png,photo_lowlight.png,80,1239717,70.0429564,,,,,0,1
pngquant,png,photo_lowlight.png,90,1239717,70.0429564,,,,,0,1
pngquant,png,photo_lowlight.png,100,1239717,70.0429564,,,,,0,1
pngquant,png,photo_portrait.png,50,785537,39.64688378,,,,,0,1
pngquant,png,photo_portrait.png,60,946651,49.1473415,,,,,0,1
pngquant,png,photo_portrait.png,70,1019958,53.0380337,,,,,0,1
pngquant,png,photo_portrait.png,80,1255937,58.9206975,,,,,0,1
pngquant,png,photo_portrait.png,90,1585089,72.74095625,,,,,0,1
pngquant,png,photo_portrait.png,100,1834768,76.89329526,,,,,0,1
sharp,avif,photo_portrait.png,40,48678,55.21990628,,,,,0,1
sharp,avif,photo_portrait.png,45,62429,61.0993355,,,,,0,1
sharp,avif,photo_portrait.png,50,79596,66.19145743,,,,,0,1
sharp,avif,photo_portrait.png,55,109326,72.04878884,,,,,0,1
sharp,avif,photo_portrait.png,60,137632,75.53491148,,,,,0,1
sharp,avif,photo_portrait.png,65,167129,78.17015068,,,,,0,1
sharp,avif,photo_portrait.png,70,196146,80.211639,,,,,0,1
sharp,avif,photo_portrait.png,75,234134,82.12346007,,,,,0,1
sharp,avif,photo_portrait.png,80,287911,84.1375246,,,,,0,1
sharp,avif,photo_portrait.png,85,402916,86.93543054,,,,,0,1
sharp,avif,photo_portrait.png,90,580048,89.33376785,,,,,0,1
sharp,avif,photo_portrait.png,95,961217,91.61415241,,,,,0,1
sharp,avif,photo_portrait.png,100,2123978,93.17240609,,,,,0,1
sharp,avif,photo_portrait.png,68,184540,79.4428144,,,,,1,1
sharp,avif,photo_portrait.png,69,184540,79.4428144,,,,,1,1
sharp,avif,photo_portrait.png,92,659801,90.0295957,,,,,1,1
sharp,avif,photo_portrait.png,91,580048,89.33376785,,,,,1,1
pngquant,png,photo_sky.png,50,299321,58.3987593,,,,,0,1
pngquant,png,photo_sky.png,60,330955,62.21396648,,,,,0,1
pngquant,png,photo_sky.png,70,370238,69.95836369,,,,,0,1
pngquant,png,photo_sky.png,80,386621,72.38418693,,,,,0,1
pngquant,png,photo_sky.png,90,434171,78.59082848,,,,,0,1
pngquant,png,photo_sky.png,100,1219104,92.00365879,,,,,0,1
pngquant,png,photo_sky.png,95,494465,81.85553319,,,,,1,1
pngquant,png,photo_sky.png,92,450294,79.35426109,,,,,1,1
pngquant,png,photo_sky.png,94,489011,81.10486895,,,,,1,1
avifenc,avif,photo_lowlight.png,40,115975,53.64780805,,,,,0,1
avifenc,avif,photo_lowlight.png,45,146259,60.3871761,,,,,0,1
avifenc,avif,photo_lowlight.png,50,179905,65.89512363,,,,,0,1
avifenc,avif,photo_lowlight.png,55,233256,71.82875414,,,,,0,1
avifenc,avif,photo_lowlight.png,60,280818,75.55026737,,,,,0,1
avifenc,avif,photo_lowlight.png,65,326178,78.05793085,,,,,0,1
avifenc,avif,photo_lowlight.png,70,369810,79.89297032,,,,,0,1
avifenc,avif,photo_lowlight.png,75,421138,81.64988815,,,,,0,1
avifenc,avif,photo_lowlight.png,80,490581,83.53431062,,,,,0,1
avifenc,avif,photo_lowlight.png,85,624513,85.88350815,,,,,0,1
avifenc,avif,photo_lowlight.png,90,802783,87.93108788,,,,,0,1
avifenc,avif,photo_lowlight.png,95,1169421,90.34920678,,,,,0,1
avifenc,avif,photo_lowlight.png,100,2337091,92.19010262,,,,,0,1
avifenc,avif,photo_lowlight.png,72,385256,80.57606294,,,,,1,1
avifenc,avif,photo_lowlight.png,71,385256,80.57606294,,,,,1,1
avifenc,avif,photo_lowlight.png,92,881692,88.58361075,,,,,1,1
avifenc,avif,photo_lowlight.png,94,1005405,89.53448383,,,,,1,1
avifenc,avif,photo_portrait.png,40,48767,54.96796033,,,,,0,1
avifenc,avif,photo_portrait.png,45,62554,61.05139748,,,,,0,1
avifenc,avif,photo_portrait.png,50,79989,66.06742967,,,,,0,1
avifenc,avif,photo_portrait.png,55,109842,71.90345231,,,,,0,1
avifenc,avif,photo_portrait.png,60,138529,75.39057644,,,,,0,1
avifenc,avif,photo_portrait.png,65,168345,77.94722612,,,,,0,1
avifenc,avif,photo_portrait.png,70,198182,79.94343493,,,,,0,1
avifenc,avif,photo_portrait.png,75,235135,81.86279957,,,,,0,1
avifenc,avif,photo_portrait.png,80,288723,83.78676849,,,,,0,1
avifenc,avif,photo_portrait.png,85,403214,86.280355,,,,,0,1
avifenc,avif,photo_portrait.png,90,571666,88.84390124,,,,,0,1
avifenc,avif,photo_portrait.png,95,940127,91.37228078,,,,,0,1
avifenc,avif,photo_portrait.png,100,2167896,93.14984435,,,,,0,1
avifenc,avif,photo_portrait.png,72,209215,80.63217585,,,,,1,1
avifenc,avif,photo_portrait.png,71,209215,80.63217585,,,,,1,1
avifenc,avif,photo_portrait.png,92,651928,89.68259295,,,,,1,1
avifenc,avif,photo_portrait.png,94,783513,90.63685121,,,,,1,1
avifenc,avif,photo_portrait.png,93,783513,90.63685121,,,,,1,1
